state	county	name	farms	totpop	farm09	farm1019	farm2049	farm5099	farm100	farm500	farm1000	farmsize	farmown	fa09ow	fa1019ow	fa2049ow	fa5099ow	fa100ow	fa500ow	fa1000ow	farmten	fa09te	fa1019te	fa2049te	fa5099te	fa100te	fa500te	fa1000te	farmsc	fa09sc	fa1019sc	fa2049sc	fa5099sc	fa100sc	fa500sc	fa1000sc	farms2	acimp	acunimp	farmval	equipval	livstock	farmout	farmfert	sheep	sheepmer	sheepeng	sheepoth	lambs89	lambscon	lambssla	lambskil	lambsdie	fleeces	fleeclbs	cattle	oxen	cows	otcattle	cattpure	catthalf	cattcom	calves89	calvesol	calvesla	calvedie	milk	butter	cheese	horses	mules	asses	foals89	mulefo89	assfo89	swine	swinecon	swinedie	chickens	turkeys	geese	ducks	eggs	honey	wax	barleyac	barley	buckwhac	buckwhea	cornac	corn	oatsac	oats	ryeac	rye	wheatac	wheat	cottonac	cotton	cottseed	coseedva	flaxac	flaxseed	flaxstrw	flaxfibr	flaxval	hempac	hemp	csugarac	csugar	cmolas	ssugarac	ssugar	smolas	msugar	mmolas	hayac	hay	clovseed	grasseed	riceac	rice	tobacac	tobacco	hopsac	hops	canapeas	cowpeas	beansdry	brcornac	bromcorn	peanutac	peanuts	ipotatac	ipotato	spotatac	spotato	apples	appltree	apricots	apritree	cherries	chertree	peaches	peactree	pears	peartree	plumprun	plumtree	mgardval	horttrac	almondac	bananaac	citronac	cocnutac	figac	guavaac	kakiac	lemonac	limaac	madnutac	oliveac	orangeac	pecanac	pineapac	pomeloac	htreesb	almondtb	bananatb	citrontb	cocnuttb	figtb	guavatb	kakitb	lemontb	limetb	madnuttb	olivetb	orangetb	pecantb	pineaptb	pomelotb	htreesnb	almondtn	citrontn	cocnuttn	figtn	guavatn	kakitn	lemontn	limetn	madnutnb	olivetn	orangetn	pecantn	pomelotn	orangac2	oranges	orangepr	orangval	vinebac	vinenbac	grapeyld	grapeval	grapetab	grapewin	wine	wineval	raisin	raisinpr	vineyval	vineyemp	irrigats	irrac	farmown1	area	farmarea	cerealac	alfalfac	pctownir	irrvalac	farmfams	farmown2	farmfree	farmencu	farmrent	faown80	farent80	valfaenc	valfamtg	intfarm	region1	region2	fips	level
43	890	NASSAU	340	8294	35	44	75	62	89	12	23	227	313	26	37	68	61	87	11	23	19	7	4	5	1	1	1	0	8	2	3	2	0	1	0	0	340	7756	69381	216910	8610	100680	120140	1739	2536	458	880	1198	1023	4	52	84	111	1593	4842	7947	903	2498	4546	2	225	7720	1346	131	192	527	59588	9501	0	329	73	0	30	2	0	6047	2085	2442	13460	457	707	174	49995	2732	42	0	0	0	0	2429	25158	106	815	0	0	0	0	142	41	0	0	0	0	0	0	0	0	0	136	45700	21222	0	0	0	0	0	19	24	0	0	62	36520	0	25	0	0	87	746	176	0	0	7	183	9	426	373	49110	0	11	0	0	0	0	4920	7849	213	296	36	106	765	105		0	0	0	1	0	2	0	0			100	2	0	0	4999		0	0	0	89	0	179	0	0			4667	64	0	0	2499		0	0	45	0	89	0	0			2333	32	0	67	2233	1	2233																	77137	2535				340	282	282	0	58	177	59	0	0	0	5	3	12089	1
43	950	ORANGE/MOSQUITO	2099	12584	547	458	568	251	257	8	10	51	2075	544	450	561	247	255	8	10	12	2	6	3	0	1	0	0	12	1	2	4	4	1	0	0	2099	24561	82711	10588140	82070	214490	760330	199765	255	0	0	255	0	0	0	0	0	0	0	30063	108	6796	23159	11	118	29934	5679	6643	122	1234	189659	31244	0	1162	291	1	14	1	0	3923	882	811	34042	603	69	210	123430	23320	564	0	0	0	0	1216	11870	77	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	2550	9656	3	0	145	0	0	865	923	0	0	3	2140	3	950	0	0	21	1577	122	0	0	34	388	55	4937	526	44154	0	0	0	0	0	0	1304	9289	404	750	0	0	33451	20843		57	8	0	39	67	186	518	91			19800	10	39	28	978913		50616	309	0	2699	4806	8939	20064	3525			497080	172	390000	703	962630		555	0	4828	8594	15985	35880	6303			888920	308	1257	7101	613053	1.28	784707.81																	107272	1293				2099	1666	1626	40	433	875	18	204800	56275	7078	5	3	12095	1
43	970	OSCEOLA	77	3133	4	4	35	19	12	2	1	88	71	1	4	32	19	12	2	1	2	0	0	2	0	0	0	0	4	3	0	1	0	0	0	0	77	1803	4963	225050	2910	47930	29230	1756	0	0	0	0	0	0	0	0	0	0	0	7204	119	1206	5879	0	0	7204	1465	1642	365	1276	28580	6600	0	174	21	0	16	0	0	1073	381	390	3052	108	57	94	6443	10	0	0	0	0	0	453	4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2200	7207	0	0	0	0	0	66	142	0	0	1	1150	0	0	0	0	0	0	0	0	0	0	0	1	40	92	11275	0	0	0	0	0	0	0	0	0	0	0	0	8281	793		5	0	0	1	3	4	33	2			724	2	16	3	180191		4440	0	0	38	169	151	1006	61			14299	27	160000	0	40285		0	0	96	431	385	2558	155			36381	69	210	204	16320	1	16320																	6766	453				139	127	119	8	12	0	0	44600	9500	1028	5	3	12097	1
43	1010	PASCO	861	4249	65	79	293	199	220	3	2	81	799	63	73	264	187	207	3	2	36	1	4	18	7	6	0	0	26	1	2	11	5	7	0	0	861	13427	56092	2359680	22820	140620	137200	7487	278	2	0	276	105	0	2	42	35	244	719	9123	59	2407	6657	46	108	8969	2209	1065	157	373	149496	21081	0	801	90	0	59	0	4	8878	2237	828	15891	282	228	62	59161	10381	162	0	0	2	13	3129	25683	212	2186	12	90	8	80	2	1	0	0	0	0	0	0	0	0	0	174	29040	26867	1	0	82	0	0	459	518	0	0	47	41444	3	1008	0	0	0	3063	18	0	0	148	1755	20	1270	443	44437	1	37	0	5	0	1	162	2590	2	171	23	1160	4564	6144		17	0	0	8	15	1	0	0			6100	3	0	0	70565		15096	0	0	47	385	17	0	0			54847	18	0	155	379381		0	0	1025	2615	117	0	0			372153	126	3345	784	57040	1.29	73581.602																	69519	3363				571	492	471	21	79	0	0	83000	25825	2955	5	3	12101	1
43	1050	POLK	937	7905	33	62	304	228	291	14	5	105	892	31	57	290	213	284	12	5	26	1	1	8	10	4	2	0	19	1	4	6	5	3	0	0	937	17431	81325	2497010	35000	289520	234420	17374	2655	1087	0	1568	796	4	38	362	121	2146	5437	36352	381	5205	30766	8	152	36192	6133	6675	402	3100	101039	16934	0	1103	117	1	55	1	0	11630	3223	2626	2357	568	594	97	65144	4819	103	0	0	0	0	6285	47274	69	945	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	228	141240	28998	0	0	0	0	0	57	65	0	0	39	28070	2	2175	0	0	35	2353	41	0	0	50	518	30	1573	780	85328	0	0	0	168	0	0	271	2815	0	8	21	83	5723	8475		137	0	0	10	6	61	392	20			7706	3	140	0	1589459		121656	0	0	153	137	932	4826	246			61493	16	1400000	0	526971		0	0	1187	1063	7242	37510	1914			477927	128	0	878	70533	1.26	88871.578																	98756	6364				937	829	797	32	108	390	25	147600	36550	4198	5	3	12105	1
43	1070	PUTNAM	1120	11186	145	192	316	206	246	9	6	89	1072	143	182	297	197	238	9	6	19	2	5	6	3	3	0	0	29	0	5	13	6	5	0	0	1120	20608	79015	5406900	41460	190010	495820	57551	0	0	0	0	0	0	0	0	0	0	0	7648	195	1900	5553	110	199	7339	1589	647	169	518	78183	4120	200	756	175	0	2	0	0	5912	1885	991	20899	589	223	385	76499	6127	134	0	0	0	0	4215	36341	435	3710	11	51	0	0	1170	264	69	920	0	0	0	0	0	0	0	118	17100	11759	11	0	715	0	0	156	153	100	0	18	11167	1	115	0	0	7	3339	41	0	0	136	1700	28	1873	468	41020	0	12	0	3	0	0	1639	8614	208	1349	313	1074	5903	10601			1	0	5	2	16	20				10542	6		9	345575		444	49	0	306	183	980	987	25			337181	132	5000	288	404263		59	0	364	217	1164	1173	29			400759	156	342	4817	324345	1.54	499491.31																	99623	4661				1120	789	699	90	331	624	35	381500	143625	13767	5	3	12107	1
43	1090	ST JOHNS	510	8712	68	106	175	74	78	7	2	109	493	66	101	171	71	75	7	2	2	0	1	0	0	1	0	0	15	2	4	4	3	2	0	0	510	4627	50952	1758090	14610	121760	134330	10845	128	0	3	125	7	0	1	35	0	40	80	10056	204	2404	7448	8	120	9928	1818	653	128	900	61176	11008	0	358	97	1	15	0	0	6546	1226	1228	13519	245	186	249	46501	5066	77	0	0	0	0	881	9642	21	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	91400	14033	0	0	0	0	0	6	4	0	0	8	2600	0	0	0	0	16	1155	6	0	0	1	14	25	1202	357	51492	0	3	0	0	0	0	2325	3420	251	250	198	623	10278	1724		0	0	0	2	0	18	18	10			1658	9	0	9	63086		0	0	0	128	0	1147	925	5187			55194	205	0	300	69568		0	0	140	0	1265	1019	5721			60866	227	330	788	32308	1.17	37800.359																	55579	902				510	455	442	13	55	267	30	74500	25750	2575	5	3	12109	1
43	1130	SANTA ROSA	394	7961	104	66	61	42	101	15	5	107	392	104	66	60	42	100	15	5	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	394	5513	36825	210240	8460	168490	145510	7133	17394	458	45	16891	3943	1	41	1597	877	14174	47210	9961	929	2612	6420	203	28	9730	1645	473	127	377	87988	14931	0	540	42	1	54	1	0	8513	1940	2564	14076	1321	938	439	45936	17931	765	0	0	0	0	2840	30806	143	850	3	40	0	0	78	15	0	0	0	0	0	0	0	0	0	102	2220	10159	0	0	0	0	0	84	81	0	0	89	44140	2	470	0	0	31	376	8	0	0	95	909	14	1715	376	32572	375	780	0	0	0	18	25581	16841	88	1510	5	146	1587	3049		0	0	0	2	0	1	0	0			0	3046	0	0	70545		0	0	0	129	0	64	0	0			0	70352	0	0	76065		0	0	139	0	70	0	0			0	75856	0																					42338	2986				394	325	325	0	69	116	7	0	0	0	5	3	12113	1
43	1190	SUMTER	1063	5363	156	118	311	193	274	5	6	80	918	118	95	275	172	248	4	6	33	8	1	10	5	9	0	0	112	30	22	26	16	17	1	0	1063	23303	61891	3644990	31510	174870	242800	18033	2247	50	0	2197	538	120	19	75	56	1704	3778	13640	128	1745	11767	1	0	13639	1009	499	49	787	57121	16159	0	1098	105	0	33	0	0	10714	1515	990	16951	201	223	45	40220	1465	11	0	0	0	0	4849	37692	481	4965	6	35	0	0	426	88	0	0	0	0	0	0	0	0	0	243	16000	39328	4	0	100	0	0	179	133	0	0	28	14730	1	350	0	0	71	818	40	0	0	173	2052	55	1613	288	24533	0	1	0	531	0	0	68	524	0	104	1	1	26306	11247		26	0	0	14	34	4	389	22			10741	17	0	0	154935		23088	0	0	307	1112	88	6871	389			122963	117	0	0	674339		0	0	1569	5688	448	35141	1987			628907	599	0	1757	140560	1.1	154616																	85194	5336				742	586	573	13	156	531	17	77000	29350	2935	5	3	12119	1
43	1210	SUWANNEE	1178	10524	3	25	239	306	575	26	4	137	1009	2	17	148	271	542	26	3	110	0	6	57	29	17	0	1	59	1	2	34	6	16	0	0	1178	57621	104349	856380	42110	269430	426610	3739	304	0	0	304	121	0	14	65	40	294	680	13383	312	3617	9454	1	15	13367	1667	510	230	837	158917	30977	315	1306	434	5	39	8	0	16226	7600	4362	42856	1530	2401	174	120835	826	25	0	0	0	0	21073	185030	2552	20551	24	141	0	0	15569	2200	706	9331	0	0	0	0	0	0	0	362	156630	51321	2	0	67	0	0	1	1	0	0	23	11430	1	60	0	0	25	5384	88	0	0	1660	20075	20	1110	502	43894	43	113	0	4	0	3	7651	8299	1323	2923	982	1535	439	35		0	0	0	2	0	3	0	0			2	28	0	0	323		0	0	0	40	0	60	0	0			21	202	0	0	1831		0	0	228	0	342	0	0			119	1142	0		10	1	10																	161970	23649				1192	943	897	46	249	653	146	25420	12798	1926	5	3	12121	1
43	1230	TAYLOR	293	2122	8	33	88	55	98	7	4	123	258	7	30	76	45	91	7	2	17	1	2	5	5	3	0	1	18	0	1	7	5	4	0	1	293	8508	27529	121390	6500	65060	85130	333	87	0	0	87	22	7	2	0	0	20	20	5356	105	1484	3767	1	2	5353	1110	227	34	344	11009	2515	0	241	84	2	6	1	0	7536	2568	621	9625	258	474	27	16324	2717	84	0	0	0	0	4925	45380	268	2500	0	0	0	0	1837	381	0	0	0	0	0	0	0	0	0	57	6000	9672	1	0	150	0	0	0	0	0	0	2	1400	1	310	0	0	0	1946	4	0	0	751	11539	4	330	137	18265	3	19	0	0	7	10	1548	1603	21	235	291	737	90	21		0	0	0	1	0	2	0	0			8	10	0	0	442		0	0	0	35	0	70	0	0			145	192	0	0	1000		0	0	99	0	198	0	0			415	288	0	2	83	1	83																	36037	5193				376	248	241	7	128	160	149	3150	1300	129	5	3	12123	1
43	1270	VOLUSIA	1127	8467	263	281	308	124	135	10	6	57	1123	262	280	308	123	134	10	6	2	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	1127	16185	48402	6262100	42010	231640	453480	95530	835	0	0	835	480	0	5	0	55	742	2314	9060	16	2498	6546	13	115	8932	1518	1825	92	374	69066	6144	0	424	67	1	2	0	0	2263	474	251	5739	235	3	52	27510	13100	265	0	0	0	0	900	10611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4800	4230	0	0	0	0	0	72	78	0	0	44	19780	0	0	0	0	0	731	2	0	0	0	0	13	1245	154	16597	0	0	0	0	0	0	210	435	0	0	0	12	150	18854		21	0	0	116	23	257	168	32			17998	189	36	14	749330		18648	0	0	4280	1267	9483	4996	952			346936	2498	360000	270	975411		0	0	11264	3333	24954	13148	2504			912924	6574	710	4956	391524	1.45	567709.81																	64587	900				1127	936	904	32	191	240	4	171400	41500	4801	5	3	12127	1
43	1290	WAKULLA	210	3117	2	4	29	47	105	17	6	230	179	1	3	19	37	98	16	5	8	0	0	2	4	2	0	0	23	1	1	8	6	5	1	1	210	11422	36829	111330	11640	59730	63720	0	465	99	17	349	163	2	1	3	3	512	1310	5650	155	1647	3848	0	20	5630	1022	403	9	173	45135	10220	0	246	103	0	9	2	0	4656	1764	981	12453	151	306	94	40175	25114	1752	0	0	0	0	6205	59810	342	3725	0	0	0	0	1511	423	107	1050	0	0	0	0	0	0	0	82	4800	20890	0	0	0	0	0	34	19	0	0	8	7150	1	300	0	0	0	170	0	0	0	235	4945	1	40	75	10764	0	0	0	0	0	0	1524	937	68	376	11	38	15	83		0	0	0	1	0	1	0	0			1	80	0	0	2785		0	0	0	89	0	89	0	0			47	2560	0	0	1393		0	0	45	0	45	0	0			23	1280	0	1	17	1.1	18.700001																	48251	6547				437	249	244	5	188	212	45	2800	910	102	5	3	12129	1
43	1310	WALTON	361	4816	58	45	47	47	158	6	0	106	347	58	44	37	46	156	6	0	2	0	0	1	1	0	0	0	12	0	1	9	0	2	0	0	361	8152	30119	214470	3230	90060	101780	5824	14830	36	3	14791	3295	660	16	143	449	12472	36611	8808	514	1404	6890	0	31	8777	1007	197	43	209	106029	18380	0	330	48	0	34	0	0	6361	2045	1282	10508	394	630	332	36085	13314	378	0	0	0	0	4254	43644	943	8431	0	0	0	0	1341	399	0	0	0	0	0	0	0	0	0	161	50	30949	0	0	0	0	0	0	0	0	0	100	49303	70	27740	0	0	0	1125	0	0	0	95	1775	0	20	325	30901	561	623	0	0	0	0	9844	8281	1	119	0	0	4	62		0	0	0	1	0	1	0	0			0	60	0	0	3148		0	0	0	134	0	134	0	0			0	2880	0	0																																			38271	5197				358	311	311	0	47	327	71	0	0	0	5	3	12131	1
43	1330	WASHINGTON	431	6426	25	52	114	83	148	5	4	110	371	23	38	78	78	145	5	4	15	1	3	7	3	1	0	0	45	1	11	29	2	2	0	0	431	13837	33419	257210	11000	69080	140170	6264	5826	2052	0	3774	1393	5	85	346	182	3520	9897	7415	801	2150	4464	55	12	7348	1375	224	100	373	49685	8129	0	403	47	3	26	2	2	8217	3037	1664	24354	981	639	211	32909	28562	2418	0	0	0	0	6697	64399	563	4113	18	76	0	0	1712	502	0	0	0	0	0	0	0	0	0	224	6780	36770	0	0	0	0	0	17	17	0	0	133	75061	10	1820	0	0	17	408	0	0	0	657	11582	10	634	321	24378	15	52	0	0	0	8	1642	3903	105	245	12	48	358	9		0	0	0	1	0		0	0			0	8	0	0	17		0	0	0	4	0	2	0	0			0	11	0	0	568		0	0	130	0	65	0	0			0	373	0																					47256	7278				679	454	454	0	225	181	209				5	3	12133	1
43	0	FLORIDA	34228	391422	2565	3715	11329	6353	9381	581	304	107	26140	2102	2509	6596	5345	8766	538	284	3936	285	696	2058	505	351	29	12	4152	178	510	2675	503	264	14	8	34228	1145693	2528793	72745180	1158040	7142980	12086330	857327	98275	10083	3386	84806	25863	2423	1329	6833	4759	74834	221954	483564	17683	113388	352493	1213	6011	476340	79716	40786	7303	31632	5056790	867195	1731	31807	9624	131	1933	367	74	374241	140928	111893	919601	34426	37502	9491	2788991	562986	27083	9	128	19	126	378906	3701264	42003	391321	853	13389	32	290	227370	57928	13982	185252	0	0	0	0	0	0	0	9345	1692015	1441744	205	66	10461	0	0	7661	8373	325	333	1787	1011805	1190	470443	0	0	7672	62960	6613	171	196820	26166	359555	1218	74089	18698	1749679	2610	7025	15	1448	12	333	230290	235936	34255	49295	13356	36688	524789	168750		656	93	9864	487	405	981	4002	409			144769	4769	2160	155	25317536		572532	2480	123227	20109	21448	38729	85052	17089			2725272	103463	21605000	3135	9290764		7659	1199549	47225	59899	92699	301584	36965			7408543	125373	11268	38935	3146740	1.37	4298014																	3674486	421822				36625	23866	23163	703	12759	16198	7240	2756726	860380	92229	5	3	12000	2
44	10	APPLING	768	8676	5	14	59	84	469	91	46	383	668	4	11	50	75	406	77	45	27	0	0	1	1	19	5	1	73	1	3	8	8	44	9	0	768	20288	273935	531430	19160	249000	283980	24660	11583	0	0	11583	1874	2	158	464	477	9508	23081	16152	311	4254	11587	0	11	16141	1589	187	458	499	192070	11048	0	819	307	0	28	3	2	17224	4471	2948	33340	1029	5314	344	54456	8544	660	0	0	0	0	9179	104470	1092	8974	8	30	0	0	4717	1377	282	3260	0	0	0	0	0	0	0	354	38400	80821	0	0	0	0	0	0	0	0	0	82	37990	0	0	0	0	0	7139	0	0	0	48	560	7	100	533	44853	3922	4360	0	0	3	2	26235	16181	181	303	237	448	0																																																																			294223	10279				800	670	646	24	130	481	45	7550	1541	123	5	3	13001	1
44	70	BAKER	1055	6144	21	56	562	176	206	23	11	101	224	0	5	24	33	134	19	9	242	5	18	166	46	6	0	1	589	16	33	372	97	66	4	1	1055	60304	46141	405420	24720	171250	355760	14254	1510	2	36	1472	361	3	23	196	90	941	2849	7859	675	2586	4598	13	113	7733	1151	269	193	403	181645	25285	0	567	726	2	28	1	0	9809	4470	3156	27192	1281	646	103	83172	1660	96	0	0	0	0	17298	155326	2221	14109	0	0	7	70	21678	6002	1500	12379	0	0	0	0	0	0	0	257	11300	40100	1	0	60	0	0	357	23	0	0	4	2140	0	0	0	0	20	3528	285	0	0	496	11016	12	340	439	43542	2100	720	0	0	0	0	14890	6397	2760	525	6100	1640	0																																																																			106445	19526				1031	181	171	10	850	207	746	26850	15895	1272	5	3	13007	1
44	90	BALDWIN	1186	14608	47	54	601	206	240	24	14	104	326	11	13	44	67	161	18	12	260	16	11	154	54	23	1	1	600	20	30	403	85	56	5	1	1186	63923	59753	709220	39130	186120	528850	18818	283	64	0	219	137	29	10	20	29	128	314	3802	200	1384	2218	34	417	3351	643	307	87	109	262179	59677	0	507	1205	1	23	0	0	6364	3235	1216	32621	923	1322	119	46169	6296	130	3	24	0	0	13343	128736	1857	22303	62	203	276	1371	25949	9112	3866	40803	0	0	0	0	0	0	0	61	0	6027	91	0	3826	0	0	358	399	7	0	0	0	0	0	0	0	0	14299	522	0	0	59	922	10	607	600	37007	2964	2763	0	0	0	9	40525	22350	5	10	0	0	3192																																																																			123676	15541				1167	303	277	26	864	349	717	31690	8835	800	5	3	13009	1
44	110	BANKS	797	8562	12	54	143	179	380	25	4	140	509	4	11	38	138	292	22	4	34	2	2	3	8	19	0	0	254	6	41	102	33	69	3	0	797	41752	69475	754750	23060	138750	385610	34392	1926	171	64	1691	765	29	101	193	171	1738	2608	3680	413	1254	2013	5	107	3568	799	365	181	102	369991	128457	0	442	836	1	16	9	0	5053	2831	446	64141	649	2619	785	62849	16568	647	0	0	2	10	11009	152382	3607	32594	5	13	2602	14466	14073	5888	1030	10881	0	0	0	0	0	0	0	0	0	0	5	0	520	0	0	61	75	0	0	0	0	1	719	0	0	0	610	53	0	0	5	140	30	2299	345	28944	15449	12635	0	0	28	64	29921	25635	19	35	17	115	0																																																																			111227	17225				1182	568	545	23	614	553	256	30600	11316	905	5	3	13011	1
44	150	BARTOW/CASS	2034	20616	60	246	674	384	627	35	8	101	888	16	27	149	196	466	27	7	178	9	21	62	42	41	2	1	968	35	198	463	146	120	6	0	2034	96270	109155	2223300	69470	378610	693860	41981	1875	151	227	1497	672	134	128	301	83	1252	3342	7912	515	3090	4307	55	963	6894	2027	1752	544	451	952366	319606	40	1395	1995	8	90	35	0	12474	7225	3104	120951	3474	3684	3953	191533	26936	472	9	91	1	5	26608	438755	7021	62715	112	507	9906	66933	28580	9024	2050	18975	0	0	0	0	0	0	0	0	0	0	268	0	22652	0	0	2043	2438	107	0	0	0	47	21925	0	0	27	1995	77	0	0	3	80	80	5956	332	27234	20473	18241	0	5	27	676	40611	26700	245	1088	114	753	187																																																																			205425	43657				2014	852	808	44	1162	832	1018	78020	29472	2368	5	3	13015	1
44	190	BERRIEN	1004	10694	14	43	128	143	533	92	51	283	854	7	21	65	122	502	88	49	57	4	7	24	7	13	2	0	93	3	15	39	14	18	2	2	1004	40510	243907	856720	43860	267800	464600	37670	13699	117	0	13582	2427	0	195	554	1222	10561	28161	15323	347	3928	11048	3	29	15291	1896	519	674	532	213943	20192	0	824	696	3	18	0	0	21323	8855	2862	41883	417	7604	287	63215	16564	393	0	0	0	0	10692	127079	4844	37545	10	77	2	10	10895	4121	1030	12239	0	0	0	0	0	0	0	242	32700	47602	0	0	0	0	0	24	23	0	0	197	84264		15	0	0	5	2368	98	0	0	1202	9770	1	70	1071	80325	5011	4412	0	0	0	1	11922	5707	801	427	247	262	12																																																																			284417	15548				805	644	633	11	161	560	73	4750	1677	134	5	3	13019	1
44	210	BIBB	941	42370	37	54	305	174	322	31	18	136	418	25	24	54	69	209	22	15	331	9	20	146	68	80	7	1	192	3	10	105	37	33	2	2	941	61609	65984	1544650	40370	225730	631380	37487	343	3	0	340	117	5	0	40	2	309	834	2683	57	1137	1489	90	492	2101	469	250	38	61	253507	48042	0	482	1324	0	20	13	0	6024	2416	883	25783	836	302	203	41192	5105	34	2	20	0	0	15601	174336	3298	41551	41	143	84	411	23171	8154	702	6972	0	0	0	0	0	0	0	170	50	11246	9	0	329	0	0	974	980	0	0	4	900		40	0	0	4	8392	871	0	0	102	1340	54	2449	805	50209	3057	4103	0	0	8	4	24068	15244	605	919	157	162	3199																																																																			127593	19026				896	353	353	0	543	413	315	0	0	0	5	3	13021	1
44	270	BROOKS	1176	13979	8	24	360	208	470	73	33	209	739	3	5	63	132	436	68	32	185	1	8	112	39	22	3	0	252	4	11	185	37	12	2	1	1176	82830	162825	1168670	69890	285900	811330	49944	1946	132	15	1799	774	26	55	381	87	1491	3488	11319	257	3072	7990	47	176	11096	1939	675	377	480	284937	52413	0	956	1225	0	23	3	0	22766	13148	4492	50569	1983	3247	153	108597	6084	232	0	0	35	250	26157	270978	13225	122775	111	565	0	0	22161	9194	2298	22755	0	0	0	0	0	0	0	531	35800	88353	0	0	0	0	0	82	52	0	0	6	2760	1	300	0	0	65	239	23	0	0	6884	91685	4	131	961	68608	3066	1099	0	0	0	0	8081	2148	15192	10136	2910	1683	525																																																																			245655	39528				1312	723	681	42	589	616	314	70100	37050	2964	5	3	13027	1
44	290	BRYAN	512	5520	22	47	48	63	230	57	45	371	418	4	25	38	60	204	48	39	79	16	19	10	2	21	6	5	15	2	3	0	1	5	3	1	512	18188	171650	395940	15740	126220	182410	14893	3685	578	125	2982	1094	83	41	382	323	2764	6865	6612	82	1939	4591	8	39	6565	1022	236	118	311	82710	8301	0	396	316	4	4	2	1	7909	1821	2789	19167	1811	1108	113	25406	15797	866	0	0	0	0	5788	58120	1411	12638	0	0	0	0	2283	684	51	559	0	0	0	0	0	0	0	121	15800	28044	0	0	0	0	0	51	41	0	0	2600	1851985	0	0	0	0	292	1805	0	0	0	0	0	0	0	342	32221	1040	1477	0	0	0	0	2197	1304	0	8	0	0	0																																																																			189838	7199				442	314	306	8	128	369	197	11990	8865	877	5	3	13029	1
44	310	BULLOCH	1389	13712	11	26	92	148	877	162	73	313	1137	2	4	27	120	770	145	69	133	8	13	33	14	53	9	3	119	1	9	32	14	54	8	1	1389	66452	367752	1658890	45170	401620	823880	80742	15728	45	0	15683	3595	17	364	1702	1314	12048	31135	16325	141	4543	11641	6	27	16292	2303	807	796	585	261175	39221	0	1460	1046	1	46	4	0	27913	10632	8359	74039	2807	8238	224	97788	19751	1163	0	0	0	0	23382	267902	3620	32738	60	791	15	50	21904	6549	2198	24386	0	0	0	0	0	0	0	362	96100	80221	0	0	0	0	0	0	0	0	0	67	26440	0	0	0	0	0	18953	0	0	0	539	5316	1	25	782	58422	3886	4183	0	0	0	0	13861	8372	145	230	0	9	0																																																																			434204	27077				1443	1112	993	119	331	840	112	146075	43395	4253	5	3	13031	1
44	330	BURKE	3490	28501	18	38	1902	621	741	120	50	129	781	0	7	126	103	404	99	42	1144	11	16	649	231	211	18	8	1565	7	15	1127	287	126	3	0	3490	246517	204760	2700330	158480	632460	2218100	176444	1100	528	139	433	334	28	78	101	128	967	3609	8007	392	2661	4954	48	590	7369	1383	493	140	126	438533	70027	600	1633	3665	5	38	5	1	30248	12188	6218	89576	3870	1431	855	177034	15444	75	0	0	0	0	64480	598585	5324	64061	46	181	54	310	111510	37698	9169	100269	0	0	0	0	0	0	0	386	1500	37340	97	0	4489	0	0	1349	1582	13	0	0	0	0	0	0	0	51	25625	153	0	0	128	1700	12	498	1141	76972	5908	4145	100	140	80	85	24210	10992	184	280	310	587	1134																																																																			451277	69904				3267	573	555	18	2694	747	2008	49200	12875	1288	5	3	13033	1
44	350	BUTTS	1067	10565	15	57	390	242	341	18	4	102	429	5	12	54	108	232	15	3	291	5	11	129	77	67	2	0	347	5	34	207	57	42	1	1	1067	54303	54384	936310	29730	191770	707940	57488	251	41	25	185	91	55	10	16	14	167	381	3035	78	1308	1649	14	180	2841	561	220	107	113	382962	131483	0	651	1255	3	28	31	1	4783	2828	261	52444	538	1261	95	84935	11979	326	0	0	0	0	14274	174342	2037	17895	20	111	1123	7951	28651	10810	3352	42215	0	0	0	0	0	0	0	40	450	5817	141	0	8948	0	0	93	143	14	0	0	0	0	0	0	0	0	2376	25	0	0	25	483	7	600	297	25481	17102	7085	0	0	10	150	84595	35378	0	50	0	0	0																																																																			108687	17454				1130	416	389	27	714	475	320	44900	14425	1610	5	3	13035	1
44	370	CALHOUN	900	8438	3	8	453	127	234	47	28	168	291	1	2	25	36	167	40	20	248	2	4	150	44	41	3	4	361	0	2	278	47	26	4	4	900	70150	81042	661370	47470	208240	574370	55064	248	54	0	194	86	0	7	60	25	194	587	4154	178	1486	2490	21	61	4072	526	86	151	136	184604	24644	109	546	1412	1	19	19	1	10233	5173	1402	24610	668	859	123	52489	6914	129	0	0	0	0	22051	192368	2960	25486	6	73	6	21	28146	10056	1978	17646	0	0	0	0	0	0	0	257	8550	41177	0	0	0	0	0	1	1	0	0	11	6825	0	0	0	0	0	3436	100	0	0	1339	14619	1	71	379	28649	330	965	0	0	0	4	8885	3998	2652	593	84	867	0																																																																			151192	25023				858	198	192	6	660	260	457	5800	2500	200	5	3	13037	1
